Day,Daynum,Daytype,Daytypenum,Timebucket,Nbarrivals
Thu,4,Workday,1,1300,15
Thu,4,Workday,1,1350,7
Thu,4,Workday,1,1400,9
Thu,4,Workday,1,1450,13
Thu,4,Workday,1,1500,7
Thu,4,Workday,1,1550,10
Thu,4,Workday,1,1600,10
Thu,4,Workday,1,1650,3
Thu,4,Workday,1,1700,11
Thu,4,Workday,1,1750,14
Thu,4,Workday,1,1800,12
Thu,4,Workday,1,1850,8
Thu,4,Workday,1,1900,10
Thu,4,Workday,1,1950,8
Thu,4,Workday,1,2000,3
Thu,4,Workday,1,2050,0
Thu,4,Workday,1,2100,0
Thu,4,Workday,1,2150,0
Thu,4,Workday,1,2200,0
Thu,4,Workday,1,2250,0
Thu,4,Workday,1,2300,0
Thu,4,Workday,1,2350,0
Fri,5,Workday,1,0,0
Fri,5,Workday,1,50,0
Fri,5,Workday,1,100,0
Fri,5,Workday,1,150,0
Fri,5,Workday,1,200,0
Fri,5,Workday,1,250,0
Fri,5,Workday,1,300,0
Fri,5,Workday,1,350,0
Fri,5,Workday,1,400,0
Fri,5,Workday,1,450,0
Fri,5,Workday,1,500,0
Fri,5,Workday,1,550,0
Fri,5,Workday,1,600,0
Fri,5,Workday,1,650,0
Fri,5,Workday,1,700,0
Fri,5,Workday,1,750,7
Fri,5,Workday,1,800,14
Fri,5,Workday,1,850,19
Fri,5,Workday,1,900,10
Fri,5,Workday,1,950,13
Fri,5,Workday,1,1000,11
Fri,5,Workday,1,1050,6
Fri,5,Workday,1,1100,7
Fri,5,Workday,1,1150,7
Fri,5,Workday,1,1200,10
Fri,5,Workday,1,1250,10
Fri,5,Workday,1,1300,4
Fri,5,Workday,1,1350,14
Fri,5,Workday,1,1400,5
Fri,5,Workday,1,1450,6
Fri,5,Workday,1,1500,9
Fri,5,Workday,1,1550,5
Fri,5,Workday,1,1600,6
Fri,5,Workday,1,1650,3
Fri,5,Workday,1,1700,4
Fri,5,Workday,1,1750,5
Fri,5,Workday,1,1800,8
Fri,5,Workday,1,1850,11
Fri,5,Workday,1,1900,4
Fri,5,Workday,1,1950,3
Fri,5,Workday,1,2000,4
Fri,5,Workday,1,2050,0
Fri,5,Workday,1,2100,0
Fri,5,Workday,1,2150,0
Fri,5,Workday,1,2200,0
Fri,5,Workday,1,2250,0
Fri,5,Workday,1,2300,0
Fri,5,Workday,1,2350,0
Sat,6,Weekend,0,0,0
Sat,6,Weekend,0,50,0
Sat,6,Weekend,0,100,0
Sat,6,Weekend,0,150,0
Sat,6,Weekend,0,200,0
Sat,6,Weekend,0,250,0
Sat,6,Weekend,0,300,0
Sat,6,Weekend,0,350,0
Sat,6,Weekend,0,400,0
Sat,6,Weekend,0,450,0
Sat,6,Weekend,0,500,0
Sat,6,Weekend,0,550,0
Sat,6,Weekend,0,600,0
Sat,6,Weekend,0,650,0
Sat,6,Weekend,0,700,0
Sat,6,Weekend,0,750,0
Sat,6,Weekend,0,800,0
Sat,6,Weekend,0,850,0
Sat,6,Weekend,0,900,0
Sat,6,Weekend,0,950,0
Sat,6,Weekend,0,1000,0
Sat,6,Weekend,0,1050,0
Sat,6,Weekend,0,1100,17
Sat,6,Weekend,0,1150,20
Sat,6,Weekend,0,1200,11
Sat,6,Weekend,0,1250,19
Sat,6,Weekend,0,1300,17
Sat,6,Weekend,0,1350,6
Sat,6,Weekend,0,1400,7
Sat,6,Weekend,0,1450,9
Sat,6,Weekend,0,1500,4
Sat,6,Weekend,0,1550,7
Sat,6,Weekend,0,1600,4
Sat,6,Weekend,0,1650,7
Sat,6,Weekend,0,1700,5
Sat,6,Weekend,0,1750,4
Sat,6,Weekend,0,1800,4
Sat,6,Weekend,0,1850,4
Sat,6,Weekend,0,1900,3
Sat,6,Weekend,0,1950,5
Sat,6,Weekend,0,2000,1
Sat,6,Weekend,0,2050,0
Sat,6,Weekend,0,2100,0
Sat,6,Weekend,0,2150,0
Sat,6,Weekend,0,2200,0
Sat,6,Weekend,0,2250,0
Sat,6,Weekend,0,2300,0
Sat,6,Weekend,0,2350,0
Mon,1,Workday,1,0,0
Mon,1,Workday,1,50,0
Mon,1,Workday,1,100,0
Mon,1,Workday,1,150,0
Mon,1,Workday,1,200,0
Mon,1,Workday,1,250,0
Mon,1,Workday,1,300,0
Mon,1,Workday,1,350,0
Mon,1,Workday,1,400,0
Mon,1,Workday,1,450,0
Mon,1,Workday,1,500,0
Mon,1,Workday,1,550,0
Mon,1,Workday,1,600,0
Mon,1,Workday,1,650,0
Mon,1,Workday,1,700,0
Mon,1,Workday,1,750,3
Mon,1,Workday,1,800,6
Mon,1,Workday,1,850,7
Mon,1,Workday,1,900,4
Mon,1,Workday,1,950,7
Mon,1,Workday,1,1000,11
Mon,1,Workday,1,1050,7
Mon,1,Workday,1,1100,6
Mon,1,Workday,1,1150,8
Mon,1,Workday,1,1200,10
Mon,1,Workday,1,1250,15
Mon,1,Workday,1,1300,8
Mon,1,Workday,1,1350,7
Mon,1,Workday,1,1400,11
Mon,1,Workday,1,1450,6
Mon,1,Workday,1,1500,6
Mon,1,Workday,1,1550,5
Mon,1,Workday,1,1600,7
Mon,1,Workday,1,1650,5
Mon,1,Workday,1,1700,2
Mon,1,Workday,1,1750,6
Mon,1,Workday,1,1800,2
Mon,1,Workday,1,1850,0
Mon,1,Workday,1,1900,4
Mon,1,Workday,1,1950,3
Mon,1,Workday,1,2000,2
Mon,1,Workday,1,2050,0
Mon,1,Workday,1,2100,0
Mon,1,Workday,1,2150,0
Mon,1,Workday,1,2200,0
Mon,1,Workday,1,2250,0
Mon,1,Workday,1,2300,0
Mon,1,Workday,1,2350,0
Tue,2,Workday,1,0,0
Tue,2,Workday,1,50,0
Tue,2,Workday,1,100,0
Tue,2,Workday,1,150,0
Tue,2,Workday,1,200,0
Tue,2,Workday,1,250,0
Tue,2,Workday,1,300,0
Tue,2,Workday,1,350,0
Tue,2,Workday,1,400,0
Tue,2,Workday,1,450,0
Tue,2,Workday,1,500,0
Tue,2,Workday,1,550,0
Tue,2,Workday,1,600,0
Tue,2,Workday,1,650,0
Tue,2,Workday,1,700,0
Tue,2,Workday,1,750,4
Tue,2,Workday,1,800,10
Tue,2,Workday,1,850,7
Tue,2,Workday,1,900,7
Tue,2,Workday,1,950,15
Tue,2,Workday,1,1000,10
Tue,2,Workday,1,1050,9
Tue,2,Workday,1,1100,10
Tue,2,Workday,1,1150,16
Tue,2,Workday,1,1200,4
Tue,2,Workday,1,1250,9
Tue,2,Workday,1,1300,12
Tue,2,Workday,1,1350,9
Tue,2,Workday,1,1400,11
Tue,2,Workday,1,1450,7
Tue,2,Workday,1,1500,15
Tue,2,Workday,1,1550,8
Tue,2,Workday,1,1600,6
Tue,2,Workday,1,1650,10
Tue,2,Workday,1,1700,8
Tue,2,Workday,1,1750,6
Tue,2,Workday,1,1800,7
Tue,2,Workday,1,1850,7
Tue,2,Workday,1,1900,10
Tue,2,Workday,1,1950,1
Tue,2,Workday,1,2000,1
Tue,2,Workday,1,2050,0
Tue,2,Workday,1,2100,0
Tue,2,Workday,1,2150,0
Tue,2,Workday,1,2200,0
Tue,2,Workday,1,2250,0
Tue,2,Workday,1,2300,0
Tue,2,Workday,1,2350,0
Wed,3,Workday,1,0,0
Wed,3,Workday,1,50,0
Wed,3,Workday,1,100,0
Wed,3,Workday,1,150,0
Wed,3,Workday,1,200,0
Wed,3,Workday,1,250,0
Wed,3,Workday,1,300,0
Wed,3,Workday,1,350,0
Wed,3,Workday,1,400,0
Wed,3,Workday,1,450,0
Wed,3,Workday,1,500,0
Wed,3,Workday,1,550,0
Wed,3,Workday,1,600,0
Wed,3,Workday,1,650,0
Wed,3,Workday,1,700,0
Wed,3,Workday,1,750,6
Wed,3,Workday,1,800,13
Wed,3,Workday,1,850,10
Wed,3,Workday,1,900,11
Wed,3,Workday,1,950,11
Wed,3,Workday,1,1000,9
Wed,3,Workday,1,1050,12
Wed,3,Workday,1,1100,14
Wed,3,Workday,1,1150,16
Wed,3,Workday,1,1200,12
Wed,3,Workday,1,1250,10
Wed,3,Workday,1,1300,10
Wed,3,Workday,1,1350,12
Wed,3,Workday,1,1400,13
Wed,3,Workday,1,1450,6
Wed,3,Workday,1,1500,10
Wed,3,Workday,1,1550,9
Wed,3,Workday,1,1600,4
Wed,3,Workday,1,1650,4
Wed,3,Workday,1,1700,6
Wed,3,Workday,1,1750,9
Wed,3,Workday,1,1800,10
Wed,3,Workday,1,1850,6
Wed,3,Workday,1,1900,6
Wed,3,Workday,1,1950,1
Wed,3,Workday,1,2000,10
Wed,3,Workday,1,2050,0
Wed,3,Workday,1,2100,0
Wed,3,Workday,1,2150,0
Wed,3,Workday,1,2200,0
Wed,3,Workday,1,2250,0
Wed,3,Workday,1,2300,0
Wed,3,Workday,1,2350,0
Thu,4,Workday,1,0,0
Thu,4,Workday,1,50,0
Thu,4,Workday,1,100,0
Thu,4,Workday,1,150,0
Thu,4,Workday,1,200,0
Thu,4,Workday,1,250,0
Thu,4,Workday,1,300,0
Thu,4,Workday,1,350,0
Thu,4,Workday,1,400,0
Thu,4,Workday,1,450,0
Thu,4,Workday,1,500,0
Thu,4,Workday,1,550,0
Thu,4,Workday,1,600,0
Thu,4,Workday,1,650,0
Thu,4,Workday,1,700,0
Thu,4,Workday,1,750,6
Thu,4,Workday,1,800,8
Thu,4,Workday,1,850,14
Thu,4,Workday,1,900,6
Thu,4,Workday,1,950,8
Thu,4,Workday,1,1000,5
Thu,4,Workday,1,1050,9
Thu,4,Workday,1,1100,6
Thu,4,Workday,1,1150,10
Thu,4,Workday,1,1200,13
Thu,4,Workday,1,1250,12
Thu,4,Workday,1,1300,4
Thu,4,Workday,1,1350,10
Thu,4,Workday,1,1400,4
Thu,4,Workday,1,1450,8
Thu,4,Workday,1,1500,11
Thu,4,Workday,1,1550,8
Thu,4,Workday,1,1600,11
Thu,4,Workday,1,1650,10
Thu,4,Workday,1,1700,7
Thu,4,Workday,1,1750,12
Thu,4,Workday,1,1800,9
Thu,4,Workday,1,1850,7
Thu,4,Workday,1,1900,5
Thu,4,Workday,1,1950,9
Thu,4,Workday,1,2000,2
Thu,4,Workday,1,2050,0
Thu,4,Workday,1,2100,0
Thu,4,Workday,1,2150,0
Thu,4,Workday,1,2200,0
Thu,4,Workday,1,2250,0
Thu,4,Workday,1,2300,0
Thu,4,Workday,1,2350,0
Fri,5,Workday,1,0,0
Fri,5,Workday,1,50,0
Fri,5,Workday,1,100,0
Fri,5,Workday,1,150,0
Fri,5,Workday,1,200,0
Fri,5,Workday,1,250,0
Fri,5,Workday,1,300,0
Fri,5,Workday,1,350,0
Fri,5,Workday,1,400,0
Fri,5,Workday,1,450,0
Fri,5,Workday,1,500,0
Fri,5,Workday,1,550,0
Fri,5,Workday,1,600,0
Fri,5,Workday,1,650,0
Fri,5,Workday,1,700,0
Fri,5,Workday,1,750,5
Fri,5,Workday,1,800,7
Fri,5,Workday,1,850,9
Fri,5,Workday,1,900,9
Fri,5,Workday,1,950,8
Fri,5,Workday,1,1000,8
Fri,5,Workday,1,1050,11
Fri,5,Workday,1,1100,5
Fri,5,Workday,1,1150,17
Fri,5,Workday,1,1200,12
Fri,5,Workday,1,1250,15
Fri,5,Workday,1,1300,7
Fri,5,Workday,1,1350,19
Fri,5,Workday,1,1400,8
Fri,5,Workday,1,1450,6
Fri,5,Workday,1,1500,7
Fri,5,Workday,1,1550,5
Fri,5,Workday,1,1600,9
Fri,5,Workday,1,1650,5
Fri,5,Workday,1,1700,13
Fri,5,Workday,1,1750,5
Fri,5,Workday,1,1800,9
Fri,5,Workday,1,1850,9
Fri,5,Workday,1,1900,3
Fri,5,Workday,1,1950,6
Fri,5,Workday,1,2000,6
Fri,5,Workday,1,2050,0
Fri,5,Workday,1,2100,0
Fri,5,Workday,1,2150,0
Fri,5,Workday,1,2200,0
Fri,5,Workday,1,2250,0
Fri,5,Workday,1,2300,0
Fri,5,Workday,1,2350,0
Sat,6,Weekend,0,0,0
Sat,6,Weekend,0,50,0
Sat,6,Weekend,0,100,0
Sat,6,Weekend,0,150,0
Sat,6,Weekend,0,200,0
Sat,6,Weekend,0,250,0
Sat,6,Weekend,0,300,0
Sat,6,Weekend,0,350,0
Sat,6,Weekend,0,400,0
Sat,6,Weekend,0,450,0
Sat,6,Weekend,0,500,0
Sat,6,Weekend,0,550,0
Sat,6,Weekend,0,600,0
Sat,6,Weekend,0,650,0
Sat,6,Weekend,0,700,0
Sat,6,Weekend,0,750,0
Sat,6,Weekend,0,800,0
Sat,6,Weekend,0,850,0
Sat,6,Weekend,0,900,0
Sat,6,Weekend,0,950,0
Sat,6,Weekend,0,1000,0
Sat,6,Weekend,0,1050,2
Sat,6,Weekend,0,1100,7
Sat,6,Weekend,0,1150,8
Sat,6,Weekend,0,1200,16
Sat,6,Weekend,0,1250,10
Sat,6,Weekend,0,1300,2
Sat,6,Weekend,0,1350,4
Sat,6,Weekend,0,1400,7
Sat,6,Weekend,0,1450,4
Sat,6,Weekend,0,1500,4
Sat,6,Weekend,0,1550,6
Sat,6,Weekend,0,1600,4
Sat,6,Weekend,0,1650,2
Sat,6,Weekend,0,1700,2
Sat,6,Weekend,0,1750,5
Sat,6,Weekend,0,1800,4
Sat,6,Weekend,0,1850,3
Sat,6,Weekend,0,1900,1
Sat,6,Weekend,0,1950,1
Sat,6,Weekend,0,2000,0
Sat,6,Weekend,0,2050,0
Sat,6,Weekend,0,2100,0
Sat,6,Weekend,0,2150,0
Sat,6,Weekend,0,2200,0
Sat,6,Weekend,0,2250,0
Sat,6,Weekend,0,2300,0
Sat,6,Weekend,0,2350,0
Sun,0,Weekend,0,0,0
Sun,0,Weekend,0,50,0
Sun,0,Weekend,0,100,0
Sun,0,Weekend,0,150,0
Sun,0,Weekend,0,200,0
Sun,0,Weekend,0,250,0
Sun,0,Weekend,0,300,0
Sun,0,Weekend,0,350,0
Sun,0,Weekend,0,400,0
Sun,0,Weekend,0,450,0
Sun,0,Weekend,0,500,0
Sun,0,Weekend,0,550,0
Sun,0,Weekend,0,600,0
Sun,0,Weekend,0,650,0
Sun,0,Weekend,0,700,0
Sun,0,Weekend,0,750,0
Sun,0,Weekend,0,800,0
Sun,0,Weekend,0,850,0
Sun,0,Weekend,0,900,0
Sun,0,Weekend,0,950,0
Sun,0,Weekend,0,1000,0
Sun,0,Weekend,0,1050,0
Sun,0,Weekend,0,1100,4
Sun,0,Weekend,0,1150,23
Sun,0,Weekend,0,1200,10
Sun,0,Weekend,0,1250,7
Sun,0,Weekend,0,1300,6
Sun,0,Weekend,0,1350,10
Sun,0,Weekend,0,1400,5
Sun,0,Weekend,0,1450,3
Sun,0,Weekend,0,1500,4
Sun,0,Weekend,0,1550,3
Sun,0,Weekend,0,1600,4
Sun,0,Weekend,0,1650,3
Sun,0,Weekend,0,1700,2
Sun,0,Weekend,0,1750,5
Sun,0,Weekend,0,1800,1
Sun,0,Weekend,0,1850,2
Sun,0,Weekend,0,1900,3
Sun,0,Weekend,0,1950,4
Sun,0,Weekend,0,2000,0
Sun,0,Weekend,0,2050,0
Sun,0,Weekend,0,2100,0
Sun,0,Weekend,0,2150,0
Sun,0,Weekend,0,2200,0
Sun,0,Weekend,0,2250,0
Sun,0,Weekend,0,2300,0
Sun,0,Weekend,0,2350,0
Mon,1,Workday,1,0,0
Mon,1,Workday,1,50,0
Mon,1,Workday,1,100,0
Mon,1,Workday,1,150,0
Mon,1,Workday,1,200,0
Mon,1,Workday,1,250,0
Mon,1,Workday,1,300,0
Mon,1,Workday,1,350,0
Mon,1,Workday,1,400,0
Mon,1,Workday,1,450,0
Mon,1,Workday,1,500,0
Mon,1,Workday,1,550,0
Mon,1,Workday,1,600,0
Mon,1,Workday,1,650,0
Mon,1,Workday,1,700,0
Mon,1,Workday,1,750,1
Mon,1,Workday,1,800,9
Mon,1,Workday,1,850,11
Mon,1,Workday,1,900,8
Mon,1,Workday,1,950,4
Mon,1,Workday,1,1000,13
Mon,1,Workday,1,1050,9
Mon,1,Workday,1,1100,11
Mon,1,Workday,1,1150,5
Mon,1,Workday,1,1200,7
Mon,1,Workday,1,1250,5
Mon,1,Workday,1,1300,6
Mon,1,Workday,1,1350,7
Mon,1,Workday,1,1400,3
Mon,1,Workday,1,1450,10
Mon,1,Workday,1,1500,5
Mon,1,Workday,1,1550,6
Mon,1,Workday,1,1600,7
Mon,1,Workday,1,1650,5
Mon,1,Workday,1,1700,5
Mon,1,Workday,1,1750,6
Mon,1,Workday,1,1800,5
Mon,1,Workday,1,1850,5
Mon,1,Workday,1,1900,10
Mon,1,Workday,1,1950,2
Mon,1,Workday,1,2000,0
Mon,1,Workday,1,2050,0
Mon,1,Workday,1,2100,0
Mon,1,Workday,1,2150,0
Mon,1,Workday,1,2200,0
Mon,1,Workday,1,2250,0
Mon,1,Workday,1,2300,0
Mon,1,Workday,1,2350,0
Tue,2,Workday,1,0,0
Tue,2,Workday,1,50,0
Tue,2,Workday,1,100,0
Tue,2,Workday,1,150,0
Tue,2,Workday,1,200,0
Tue,2,Workday,1,250,0
Tue,2,Workday,1,300,0
Tue,2,Workday,1,350,0
Tue,2,Workday,1,400,0
Tue,2,Workday,1,450,0
Tue,2,Workday,1,500,0
Tue,2,Workday,1,550,0
Tue,2,Workday,1,600,0
Tue,2,Workday,1,650,0
Tue,2,Workday,1,700,0
Tue,2,Workday,1,750,3
Tue,2,Workday,1,800,2
Tue,2,Workday,1,850,10
Tue,2,Workday,1,900,9
Tue,2,Workday,1,950,5
Tue,2,Workday,1,1000,2
Tue,2,Workday,1,1050,5
Tue,2,Workday,1,1100,6
Tue,2,Workday,1,1150,5
Tue,2,Workday,1,1200,2
Tue,2,Workday,1,1250,8
Tue,2,Workday,1,1300,7
Tue,2,Workday,1,1350,4
Tue,2,Workday,1,1400,4
Tue,2,Workday,1,1450,3
Tue,2,Workday,1,1500,1
Tue,2,Workday,1,1550,5
Tue,2,Workday,1,1600,6
Tue,2,Workday,1,1650,2
Tue,2,Workday,1,1700,7
Tue,2,Workday,1,1750,6
Tue,2,Workday,1,1800,3
Tue,2,Workday,1,1850,6
Tue,2,Workday,1,1900,3
Tue,2,Workday,1,1950,4
Tue,2,Workday,1,2000,2
Tue,2,Workday,1,2050,3
Tue,2,Workday,1,2100,0
Tue,2,Workday,1,2150,0
Tue,2,Workday,1,2200,0
Tue,2,Workday,1,2250,0
Tue,2,Workday,1,2300,0
Tue,2,Workday,1,2350,0
Wed,3,Workday,1,0,0
Wed,3,Workday,1,50,0
Wed,3,Workday,1,100,0
Wed,3,Workday,1,150,0
Wed,3,Workday,1,200,0
Wed,3,Workday,1,250,0
Wed,3,Workday,1,300,0
Wed,3,Workday,1,350,0
Wed,3,Workday,1,400,0
Wed,3,Workday,1,450,0
Wed,3,Workday,1,500,0
Wed,3,Workday,1,550,0
Wed,3,Workday,1,600,0
Wed,3,Workday,1,650,0
Wed,3,Workday,1,700,0
Wed,3,Workday,1,750,0
Wed,3,Workday,1,800,6
Wed,3,Workday,1,850,6
Wed,3,Workday,1,900,10
Wed,3,Workday,1,950,15
Wed,3,Workday,1,1000,9
Wed,3,Workday,1,1050,9
Wed,3,Workday,1,1100,4
Wed,3,Workday,1,1150,4
Wed,3,Workday,1,1200,4
Wed,3,Workday,1,1250,4
Wed,3,Workday,1,1300,4
Wed,3,Workday,1,1350,3
Wed,3,Workday,1,1400,5
Wed,3,Workday,1,1450,8
Wed,3,Workday,1,1500,2
Wed,3,Workday,1,1550,5
Wed,3,Workday,1,1600,5
Wed,3,Workday,1,1650,6
Wed,3,Workday,1,1700,8
Wed,3,Workday,1,1750,8
Wed,3,Workday,1,1800,8
Wed,3,Workday,1,1850,3
Wed,3,Workday,1,1900,4
Wed,3,Workday,1,1950,3
Wed,3,Workday,1,2000,6
Wed,3,Workday,1,2050,1
Wed,3,Workday,1,2100,0
Wed,3,Workday,1,2150,0
Wed,3,Workday,1,2200,0
Wed,3,Workday,1,2250,0
Wed,3,Workday,1,2300,0
Wed,3,Workday,1,2350,0
Thu,4,Workday,1,0,0
Thu,4,Workday,1,50,0
Thu,4,Workday,1,100,0
Thu,4,Workday,1,150,0
Thu,4,Workday,1,200,0
Thu,4,Workday,1,250,0
Thu,4,Workday,1,300,0
Thu,4,Workday,1,350,0
Thu,4,Workday,1,400,0
Thu,4,Workday,1,450,0
Thu,4,Workday,1,500,0
Thu,4,Workday,1,550,0
Thu,4,Workday,1,600,0
Thu,4,Workday,1,650,0
Thu,4,Workday,1,700,0
Thu,4,Workday,1,750,2
Thu,4,Workday,1,800,4
Thu,4,Workday,1,850,10
Thu,4,Workday,1,900,7
Thu,4,Workday,1,950,2
Thu,4,Workday,1,1000,6
Thu,4,Workday,1,1050,14
Thu,4,Workday,1,1100,5
Thu,4,Workday,1,1150,4
Thu,4,Workday,1,1200,8
Thu,4,Workday,1,1250,7
Thu,4,Workday,1,1300,5
Thu,4,Workday,1,1350,8
Thu,4,Workday,1,1400,4
Thu,4,Workday,1,1450,3
Thu,4,Workday,1,1500,6
Thu,4,Workday,1,1550,3
Thu,4,Workday,1,1600,6
Thu,4,Workday,1,1650,9
Thu,4,Workday,1,1700,8
Thu,4,Workday,1,1750,6
Thu,4,Workday,1,1800,6
Thu,4,Workday,1,1850,11
Thu,4,Workday,1,1900,7
Thu,4,Workday,1,1950,7
Thu,4,Workday,1,2000,1
Thu,4,Workday,1,2050,2
Thu,4,Workday,1,2100,0
Thu,4,Workday,1,2150,0
Thu,4,Workday,1,2200,0
Thu,4,Workday,1,2250,0
Thu,4,Workday,1,2300,0
Thu,4,Workday,1,2350,0
Fri,5,Workday,1,0,0
Fri,5,Workday,1,50,0
Fri,5,Workday,1,100,0
Fri,5,Workday,1,150,0
Fri,5,Workday,1,200,0
Fri,5,Workday,1,250,0
Fri,5,Workday,1,300,0
Fri,5,Workday,1,350,0
Fri,5,Workday,1,400,0
Fri,5,Workday,1,450,0
Fri,5,Workday,1,500,0
Fri,5,Workday,1,550,0
Fri,5,Workday,1,600,0
Fri,5,Workday,1,650,0
Fri,5,Workday,1,700,0
Fri,5,Workday,1,750,4
Fri,5,Workday,1,800,10
Fri,5,Workday,1,850,12
Fri,5,Workday,1,900,8
Fri,5,Workday,1,950,6
Fri,5,Workday,1,1000,7
Fri,5,Workday,1,1050,8
Fri,5,Workday,1,1100,12
Fri,5,Workday,1,1150,5
Fri,5,Workday,1,1200,4
Fri,5,Workday,1,1250,4
Fri,5,Workday,1,1300,9
Fri,5,Workday,1,1350,5
Fri,5,Workday,1,1400,2
Fri,5,Workday,1,1450,9
Fri,5,Workday,1,1500,9
Fri,5,Workday,1,1550,3
Fri,5,Workday,1,1600,4
Fri,5,Workday,1,1650,5
Fri,5,Workday,1,1700,7
Fri,5,Workday,1,1750,11
Fri,5,Workday,1,1800,10
Fri,5,Workday,1,1850,4
Fri,5,Workday,1,1900,3
Fri,5,Workday,1,1950,8
Fri,5,Workday,1,2000,2
Fri,5,Workday,1,2050,1
Fri,5,Workday,1,2100,0
Fri,5,Workday,1,2150,0
Fri,5,Workday,1,2200,0
Fri,5,Workday,1,2250,0
Fri,5,Workday,1,2300,0
Fri,5,Workday,1,2350,0
Sat,6,Weekend,0,0,0
Sat,6,Weekend,0,50,0
Sat,6,Weekend,0,100,0
Sat,6,Weekend,0,150,0
Sat,6,Weekend,0,200,0
Sat,6,Weekend,0,250,0
Sat,6,Weekend,0,300,0
Sat,6,Weekend,0,350,0
Sat,6,Weekend,0,400,0
Sat,6,Weekend,0,450,0
Sat,6,Weekend,0,500,0
Sat,6,Weekend,0,550,0
Sat,6,Weekend,0,600,0
Sat,6,Weekend,0,650,0
Sat,6,Weekend,0,700,0
Sat,6,Weekend,0,750,0
Sat,6,Weekend,0,800,0
Sat,6,Weekend,0,850,0
Sat,6,Weekend,0,900,0
Sat,6,Weekend,0,950,0
Sat,6,Weekend,0,1000,0
Sat,6,Weekend,0,1050,0
Sat,6,Weekend,0,1100,5
Sat,6,Weekend,0,1150,13
Sat,6,Weekend,0,1200,13
Sat,6,Weekend,0,1250,4
Sat,6,Weekend,0,1300,9
Sat,6,Weekend,0,1350,8
Sat,6,Weekend,0,1400,6
Sat,6,Weekend,0,1450,7
Sat,6,Weekend,0,1500,5
Sat,6,Weekend,0,1550,5
Sat,6,Weekend,0,1600,5
Sat,6,Weekend,0,1650,3
Sat,6,Weekend,0,1700,5
Sat,6,Weekend,0,1750,3
Sat,6,Weekend,0,1800,5
Sat,6,Weekend,0,1850,2
Sat,6,Weekend,0,1900,3
Sat,6,Weekend,0,1950,1
Sat,6,Weekend,0,2000,3
Sat,6,Weekend,0,2050,0
Sat,6,Weekend,0,2100,0
Sat,6,Weekend,0,2150,0
Sat,6,Weekend,0,2200,0
Sat,6,Weekend,0,2250,0
Sat,6,Weekend,0,2300,0
Sat,6,Weekend,0,2350,0
Sun,0,Weekend,0,0,0
Sun,0,Weekend,0,50,0
Sun,0,Weekend,0,100,0
Sun,0,Weekend,0,150,0
Sun,0,Weekend,0,200,0
Sun,0,Weekend,0,250,0
Sun,0,Weekend,0,300,0
Sun,0,Weekend,0,350,0
Sun,0,Weekend,0,400,0
Sun,0,Weekend,0,450,0
Sun,0,Weekend,0,500,0
Sun,0,Weekend,0,550,0
Sun,0,Weekend,0,600,0
Sun,0,Weekend,0,650,0
Sun,0,Weekend,0,700,0
Sun,0,Weekend,0,750,0
Sun,0,Weekend,0,800,0
Sun,0,Weekend,0,850,0
Sun,0,Weekend,0,900,0
Sun,0,Weekend,0,950,0
Sun,0,Weekend,0,1000,0
Sun,0,Weekend,0,1050,0
Sun,0,Weekend,0,1100,5
Sun,0,Weekend,0,1150,9
Sun,0,Weekend,0,1200,3
Sun,0,Weekend,0,1250,5
Sun,0,Weekend,0,1300,2
Sun,0,Weekend,0,1350,2
Sun,0,Weekend,0,1400,7
Sun,0,Weekend,0,1450,1
Sun,0,Weekend,0,1500,2
Sun,0,Weekend,0,1550,2
Sun,0,Weekend,0,1600,5
Sun,0,Weekend,0,1650,3
Sun,0,Weekend,0,1700,5
Sun,0,Weekend,0,1750,4
Sun,0,Weekend,0,1800,6
Sun,0,Weekend,0,1850,2
Sun,0,Weekend,0,1900,8
Sun,0,Weekend,0,1950,0
Sun,0,Weekend,0,2000,0
Sun,0,Weekend,0,2050,0
Sun,0,Weekend,0,2100,0
Sun,0,Weekend,0,2150,0
Sun,0,Weekend,0,2200,0
Sun,0,Weekend,0,2250,0
Sun,0,Weekend,0,2300,0
Sun,0,Weekend,0,2350,0
Mon,1,Workday,1,0,0
Mon,1,Workday,1,50,0
Mon,1,Workday,1,100,0
Mon,1,Workday,1,150,0
Mon,1,Workday,1,200,0
Mon,1,Workday,1,250,0
Mon,1,Workday,1,300,0
Mon,1,Workday,1,350,0
Mon,1,Workday,1,400,0
Mon,1,Workday,1,450,0
Mon,1,Workday,1,500,0
Mon,1,Workday,1,550,0
Mon,1,Workday,1,600,0
Mon,1,Workday,1,650,0
Mon,1,Workday,1,700,0
Mon,1,Workday,1,750,3
Mon,1,Workday,1,800,9
Mon,1,Workday,1,850,7
Mon,1,Workday,1,900,7
Mon,1,Workday,1,950,15
Mon,1,Workday,1,1000,11
Mon,1,Workday,1,1050,12
Mon,1,Workday,1,1100,7
Mon,1,Workday,1,1150,5
Mon,1,Workday,1,1200,5
Mon,1,Workday,1,1250,5
Mon,1,Workday,1,1300,9
Mon,1,Workday,1,1350,6
Mon,1,Workday,1,1400,12
Mon,1,Workday,1,1450,6
Mon,1,Workday,1,1500,9
Mon,1,Workday,1,1550,4
Mon,1,Workday,1,1600,10
Mon,1,Workday,1,1650,4
Mon,1,Workday,1,1700,2
Mon,1,Workday,1,1750,4
Mon,1,Workday,1,1800,8
